evaluation,wdpa_id,ISO3,methodolog,year,url,metadata_i,name,designatio,source_dat,source_res,source_yea,source_lan,restricted,assessment
4444,140453,GBR,Common Standards Monitoring,2013,Not Reported,18,Shelve Pool,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4445,137649,GBR,Common Standards Monitoring,2013,Not Reported,18,Bradwell Dale and Bagshaw Cavern,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4446,140463,GBR,Common Standards Monitoring,2013,Not Reported,18,Shrawardine Pool,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4447,140476,GBR,Common Standards Monitoring,2013,Not Reported,18,Soudley Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4448,137801,GBR,Common Standards Monitoring,2013,Not Reported,18,The Stiperstones & The Hollies,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4449,140627,GBR,Common Standards Monitoring,2013,Not Reported,18,View Edge Quarries,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4450,137194,GBR,Common Standards Monitoring,2013,Not Reported,18,Rawbones Meadow,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4451,137908,GBR,Common Standards Monitoring,2013,Not Reported,18,Kempley Daffodil Meadow,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4452,183432,GBR,Common Standards Monitoring,2013,Not Reported,18,Dee Estuary,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4453,137214,GBR,Common Standards Monitoring,2013,Not Reported,18,"Pennsylvania Fields, Sedbury",Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4454,137949,GBR,Common Standards Monitoring,2013,Not Reported,18,"Wilton Bluff, Ross-On-Wye",Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4455,137927,GBR,Common Standards Monitoring,2013,Not Reported,18,"Moseley Common, Pembridge",Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4456,137232,GBR,Common Standards Monitoring,2013,Not Reported,18,"Bromsgrove Road Cutting, Tenterfields",Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4457,137250,GBR,Common Standards Monitoring,2013,Not Reported,18,Ketley Claypit,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4458,137382,GBR,Common Standards Monitoring,2013,Not Reported,18,The Wrekin & The Ercall,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4459,137969,GBR,Common Standards Monitoring,2013,Not Reported,18,Monnington Scar,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4460,137978,GBR,Common Standards Monitoring,2013,Not Reported,18,Shorn Cliff and Caswell Woods,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4461,137995,GBR,Common Standards Monitoring,2013,Not Reported,18,Midsummer Meadow,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4462,138207,GBR,Common Standards Monitoring,2013,Not Reported,18,Cressbrook Dale,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4463,138250,GBR,Common Standards Monitoring,2013,Not Reported,18,Dove Valley and Biggin Dale,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4464,138249,GBR,Common Standards Monitoring,2013,Not Reported,18,Edale,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4465,138295,GBR,Common Standards Monitoring,2013,Not Reported,18,Goyt Valley,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4466,138343,GBR,Common Standards Monitoring,2013,Not Reported,18,Hamps and Manifold Valleys,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4467,138645,GBR,Common Standards Monitoring,2013,Not Reported,18,Coten End Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4468,138002,GBR,Common Standards Monitoring,2013,Not Reported,18,Loxley Church Meadow,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4469,138017,GBR,Common Standards Monitoring,2013,Not Reported,18,Rough Hill & Wirehill Woods,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4470,138107,GBR,Common Standards Monitoring,2013,Not Reported,18,Calton Hill,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4471,138127,GBR,Common Standards Monitoring,2013,Not Reported,18,Brownend Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4472,138136,GBR,Common Standards Monitoring,2013,Not Reported,18,Castleton,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4473,140143,GBR,Common Standards Monitoring,2013,Not Reported,18,Buttermere Fells,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4474,138156,GBR,Common Standards Monitoring,2013,Not Reported,18,Canyards Hills,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4475,138169,GBR,Common Standards Monitoring,2013,Not Reported,18,Chrome and Parkhouse Hills,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4476,138183,GBR,Common Standards Monitoring,2013,Not Reported,18,Clough Woods,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4477,138199,GBR,Common Standards Monitoring,2013,Not Reported,18,Coombs Dale,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4478,138353,GBR,Common Standards Monitoring,2013,Not Reported,18,Harewood Grange Stream Section,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4479,138716,GBR,Common Standards Monitoring,2013,Not Reported,18,Stretton-On-Fosse Pit,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4480,138731,GBR,Common Standards Monitoring,2013,Not Reported,18,Ullenhall Meadows,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4481,140876,GBR,Common Standards Monitoring,2013,Not Reported,18,Cropthorne New Inn Section,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4482,140664,GBR,Common Standards Monitoring,2013,Not Reported,18,East Keswick Fitts,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4483,138754,GBR,Common Standards Monitoring,2013,Not Reported,18,Rowlee Bridge,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4484,140875,GBR,Common Standards Monitoring,2013,Not Reported,18,Upham Meadow and Summer Leasow,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4485,140987,GBR,Common Standards Monitoring,2013,Not Reported,18,Huglith Mine,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4486,139981,GBR,Common Standards Monitoring,2013,Not Reported,18,Lathkill Dale,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4487,140000,GBR,Common Standards Monitoring,2013,Not Reported,18,Portway Mine,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4488,140027,GBR,Common Standards Monitoring,2013,Not Reported,18,Leek Moors,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4489,140035,GBR,Common Standards Monitoring,2013,Not Reported,18,Long Dale & Gratton Dale,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4490,395269,GBR,Common Standards Monitoring,2013,Not Reported,18,Afon Dyfrdwy (River Dee),Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4491,138795,GBR,Common Standards Monitoring,2013,Not Reported,18,Pennerley Meadows,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4492,138817,GBR,Common Standards Monitoring,2013,Not Reported,18,Derrington Meadow,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4493,138987,GBR,Common Standards Monitoring,2013,Not Reported,18,Afon Eden - Cors Goch Trawsfynydd,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4494,140988,GBR,Common Standards Monitoring,2013,Not Reported,18,Milford Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4495,140103,GBR,Common Standards Monitoring,2013,Not Reported,18,Brooks Head Grove,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4496,140170,GBR,Common Standards Monitoring,2013,Not Reported,18,Parwich Moor,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4497,140083,GBR,Common Standards Monitoring,2013,Not Reported,18,Upper Lathkill,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4498,140234,GBR,Common Standards Monitoring,2013,Not Reported,18,Stoney Middleton Dale,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4499,136469,GBR,Common Standards Monitoring,2013,Not Reported,18,Ramsey's Burn Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4500,140119,GBR,Common Standards Monitoring,2013,Not Reported,18,Dirtlow Rake and Pindale,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4501,140155,GBR,Common Standards Monitoring,2013,Not Reported,18,Jumble Coppice,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4502,140163,GBR,Common Standards Monitoring,2013,Not Reported,18,"Yarncliff Wood, Padley",Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4503,139503,GBR,Common Standards Monitoring,2013,Not Reported,18,Afon Gwyrfai a Llyn Cwellyn,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4504,140124,GBR,Common Standards Monitoring,2013,Not Reported,18,Moss Carr,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4505,138616,GBR,Common Standards Monitoring,2013,Not Reported,18,New Edlington Brickpit,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4506,169638,GBR,Common Standards Monitoring,2013,Not Reported,18,Afon Irfon,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4507,140528,GBR,Common Standards Monitoring,2013,Not Reported,18,Hatherton Flush,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4508,136348,GBR,Common Standards Monitoring,2013,Not Reported,18,Wyns Tor,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4509,136400,GBR,Common Standards Monitoring,2013,Not Reported,18,Baileycroft Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4510,140555,GBR,Common Standards Monitoring,2013,Not Reported,18,Dunsdale Hollow,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4511,136470,GBR,Common Standards Monitoring,2013,Not Reported,18,Crabtree Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4512,555560493,GBR,Common Standards Monitoring,2013,Not Reported,18,Afon Llugwy,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
